filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00010.wav,0.30399328,0.09470294,0.14286506,0.009200277,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.9419999996,0.062958826,0.000441534,-0.000111032,0.021768107999999998,8.669999999999999e-05,0.0039754890000000005,161.49902340000003,-173.7925,8144.1177,-18.302898000000006,28790.917999999998,-20.109947000000002,19543.365,-8.337854,15197.158000000001,-10.0018215,12226.767,-7.6380367,10243.687,-8.341166000000001,8804.745,-6.5694966,7736.4385,-6.1589212,6890.2495,-3.6120596,6210.018,-5.325686,5651.6665,-4.7317540000000005,5189.4014,-4.597746,4797.6562,-4.402668,4458.326,-4.1620064,4165.231,-4.0903788,3908.9226,-3.8756535000000003,3683.0813,-3.7711482000000003,3481.7434,-3.6120596,3301.4324,-3.6810224000000002,3138.7808,4
blues.00011.wav,0.36715207,0.102328755,0.06574069,0.00249991,1352.6596650000001,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.043930585,0.0018957120000000001,8.72e-06,0.005011768,-1.42e-05,0.000633674,161.49902340000003,-287.92374,5931.473000000001,-81.9525,45887.97,-52.811703,32391.086,-31.194418,25781.389,-24.736437,20880.203,-18.162810999999998,17655.463,-16.264835,15176.258999999998,-13.147917000000001,13370.905,-11.59977,11920.948,-6.6965475,10770.024,-9.335761,9801.447,-8.822633,8994.569,-8.569827,8308.521999999999,-8.442299,7719.606,-8.056023,7210.75,-7.7396816999999976,6764.9897,-7.4836307,6370.441999999999,-7.1707982999999995,6020.7890000000025,-6.6965475,5709.9053,-6.606261,5425.9717,4
blues.00012.wav,0.26939112,0.09390165,0.119046055,0.004052797,1360.6411970000001,257065.39,1567.565225,45236.511360000004,2738.638738,952898.8674,0.069095007,0.002380562,-2.9e-06,0.012530157,-5.91e-05,0.002633025,184.5703125,-207.22331,4575.4824,-37.19638,31530.049,-29.940535999999998,21436.936,-7.212667,17710.238,-5.624158,14240.941,-2.6138582,11929.641000000001,-2.0714796000000004,10242.683,-2.0058724999999997,8976.313,-3.7696012999999997,8014.563,-2.835658,7235.8394,-2.5483499,6590.7305,-2.3862693,6049.5234,-2.173021,5591.373000000001,-1.8321234,5197.3374,-2.0552664000000003,4854.6016,-2.5220296,4558.786,-2.9173709999999997,4296.8716,-2.9139075,4061.9783,-2.835658,3854.2063,-2.9904740000000003,3666.5234,4
blues.00013.wav,0.26471279999999997,0.09117574,0.11316983,0.004188918,1324.293218,171474.9931,1828.0392539999998,78278.56676,2710.2692,1074400.279,0.051401703,0.001255388,-1.6e-05,0.012680718999999998,-6.1e-05,0.0016045789999999999,107.6660156,-209.82616000000002,1969.7924,-42.681470000000004,29193.06,-25.006823999999998,20307.814,-7.0023940000000024,16240.503999999999,-4.3002853,13042.023000000001,-1.0151527,10946.713,-1.1565773000000001,9392.987,-0.17368452,8235.183,-2.5496786,7376.0283,-1.1418591999999999,6663.865,-1.6138536,6067.825,-1.6626828999999999,5567.1313,-1.7682353,5143.0586,-1.0244658000000002,4788.012,-0.9764162000000001,4473.4079999999985,-0.9552620000000001,4199.3633,-1.0719187,3958.289,-1.107063,3744.198,-1.1418591999999999,3551.834000000001,-1.4728752,3382.0205,4
blues.00014.wav,0.32903633,0.108111456,0.06705453,0.00271697,1171.848227,147278.5459,1705.5192989999994,96584.44337000001,2344.246382,877596.5562,0.045036676,0.001559971,-0.000118958,0.00471706,-0.000197333,0.001199741,151.99908090000002,-305.65472,8194.195,-96.284195,48274.723,-60.15133,35281.793,-33.855064,28592.058999999997,-23.531487,23349.979,-17.180685,19685.795,-14.132094,16951.766,-12.33889,14876.207,-11.748679,13236.931999999999,-3.6993966,11978.942,-7.5606313,10925.31,-6.8219952999999975,10026.104,-5.838668,9271.417,-4.8109617,8628.332,-4.4152575,8064.4424,-4.1016355,7566.1245,-3.8571355000000014,7127.7007,-3.8496428,6735.3716,-3.6993966,6385.986999999999,-3.604441200000001,6072.535,4
blues.00015.wav,0.26969042,0.09498938,0.08062402,0.002828972,1420.365165,199958.9785,1731.1642809999994,81354.26151,2929.9644949999997,700098.974,0.063701255,0.00194099,-1.26e-05,0.004724677,-8.7e-05,0.0023355629999999997,99.38401442,-238.51552999999998,4378.724,-59.202690000000004,34706.816,-40.878242,24135.7,-20.086008,19494.58,-14.883095999999998,15763.698,-10.083033,13271.1875,-7.877191499999999,11421.57,-6.6555979999999995,10022.305,-7.797940299999999,8929.136999999999,-3.7723991999999997,8080.3843,-4.898624,7361.0474,-4.6065373,6753.6465,-4.250705,6240.314,-3.6907687000000013,5805.041,-3.7447784,5424.8719999999985,-3.8570144,5090.8447,-4.0352764,4797.393,-4.079053,4534.555,-3.7723991999999997,4301.7124,-3.677889,4093.3538,4
blues.00016.wav,0.30418554,0.09849298,0.08147175,0.002641043,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.061344061,0.001418798,-2.35e-05,0.004507206,-0.000109743,0.00241515,198.76802880000002,-233.7591,4963.0790000000015,-56.54198,34168.492,-38.752926,23814.44,-19.185072,19108.701,-14.584389999999999,15428.708,-9.014134,13038.42,-8.251802,11193.635,-6.6661850000000005,9825.956,-7.588333599999999,8752.2705,-2.440518,7944.266,-4.4431744,7235.885,-3.8604580000000004,6642.1709999999985,-3.6583586,6136.7275,-2.7942270000000002,5712.735,-2.6214049999999998,5336.2515,-2.7009735,5007.7040000000015,-2.8042602999999997,4718.182,-2.6479373,4461.251,-2.440518,4231.6206,-2.423396,4025.0889,4
blues.00017.wav,0.302124,0.09334569,0.09330608,0.002150767,1088.8442300000004,231640.7778,1410.984259,69795.44291,2134.9929420000008,1081720.085,0.048326249,0.000845165,-1.1900000000000001e-05,0.006776456,-7.670000000000001e-05,0.0015224020000000002,172.265625,-245.69937000000002,5194.902,-52.60414,40283.37,-35.999348,27672.576,-11.891655,22588.006,-5.7295074,18269.428,-3.1363251,15274.758,-2.1798282,13115.078000000001,-1.8429282999999999,11488.168,-3.4590120000000004,10246.963,-1.4015079,9241.948,-1.5676713,8418.363000000001,-1.7715675,7723.238,-1.5120531000000001,7135.564,-0.9829771999999999,6635.14,-1.1188767,6196.7886,-1.3473011000000001,5813.9214,-1.4463416,5475.9478,-1.476772,5175.356,-1.4015079,4906.384,-1.5299938999999998,4664.6143,4
blues.00018.wav,0.2699323,0.09765775,0.07970637,0.002956254,1537.587699,193102.06,2054.5295109999997,145776.7414,3495.515006,1827899.5219999999,0.05614177,0.001722205,-4.5799999999999995e-05,0.006933582,-0.000198296,0.001052873,83.35433468,-252.49301,2874.3137,-73.77796,33678.07,-44.074529999999996,24437.56,-22.38916,19779.768,-16.554716,15978.585,-10.194647999999999,13537.29,-8.923674,11623.558,-7.0987883,10206.5,-8.158105,9095.386999999999,-2.1246240000000003,8235.403,-5.745193,7492.901,-5.1038566,6878.4230000000025,-4.779738,6354.328,-3.8832907999999997,5916.0059999999985,-3.465722,5530.8438,-3.1381514,5192.5967,-2.8755917999999996,4896.0244,-2.5153084,4636.3613,-2.1246240000000003,4403.0723,-2.151166,4187.754,4
blues.00019.wav,0.2573248,0.0959633,0.09765975,0.0025750910000000003,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.7240000002,0.058886039,0.001798326,-2.59e-05,0.006598068,-0.000166766,0.0025780829999999997,123.046875,-236.65675,5578.5137,-49.123745,38226.074,-34.386806,26307.357000000004,-13.882807000000001,21069.847999999998,-10.0694065,17007.53,-6.911738400000001,14238.083999999999,-5.850943,12224.778999999999,-5.5951595,10717.063999999997,-6.638905,9543.599,-3.1530647000000003,8625.894,-4.515156,7855.7085,-4.0742273,7209.9214,-3.6241087999999997,6663.7427,-3.0628877,6197.118,-2.8898845,5788.615,-3.0908425,5432.4766,-3.2261178,5118.8290000000015,-3.1214008,4839.78,-3.1530647000000003,4588.8877,-3.2136505,4362.8574,4
blues.00020.wav,0.3026116,0.09432913,0.07547449,0.0024986229999999997,1390.301558,102976.4843,1911.31458,88916.80172999998,3006.171716,945949.5196,0.052586342,0.000616229,-5.77e-06,0.004551549,-8.909999999999997e-05,0.0014862710000000002,135.9991776,-230.35765,2988.245,-51.63965200000001,33632.965,-32.051956,23389.998,-14.095239999999999,18553.727,-10.891981,14907.493,-6.1746907,12550.875,-6.0953627,10769.31,-4.302268,9454.313,-5.837226,8429.372,-2.9797540000000002,7628.5537,-3.8609002,6941.558000000001,-3.3248233999999997,6372.476,-3.4012485,5887.178000000001,-2.6721325,5478.0005,-2.9051304,5117.6064,-3.1109815,4801.5234,-3.1926992000000003,4522.3047,-3.116568,4275.247,-2.9797540000000002,4055.553,-2.7552702,3857.4219,4
blues.00021.wav,0.32110038,0.10329229,0.10113208,0.003228397,1046.550011,291480.2784,1481.058089,70086.82817000001,1830.3305920000007,1349215.136,0.047907452,0.0023313089999999997,-6.3e-06,0.008323918000000001,-7.879999999999999e-05,0.002210791,99.38401442,-264.72256,6342.3843,-62.927067,44393.41,-38.220024,31244.982000000004,-16.538952,24936.902000000002,-10.245009,20157.74,-5.107464,16951.764,-3.9196807999999996,14555.683,-3.2736012999999997,12752.206,-4.670585,11361.498,-0.9223306999999998,10272.244,-2.062516,9348.543,-2.01654,8575.521,-1.7148123,7922.357,-1.1402985,7365.656,-1.1305046,6880.0913,-1.211064,6455.78,-1.3563081,6081.8887,-1.253652,5750.813,-0.9223306999999998,5456.315,-0.9150565999999999,5190.923,4
blues.00022.wav,0.3065368,0.097999975,0.11342585,0.003685633,1155.7812210000004,314209.2922,1497.964259,59015.18836,2169.0330559999998,1332253.574,0.05856995900000001,0.002867969,-5.74e-06,0.009843896999999999,-5.36e-05,0.003194851,95.703125,-233.95625,6508.5459999999985,-48.90527700000001,37978.043,-31.49537,26312.674,-11.389401,21043.32,-7.368431,16960.21,-3.8126873999999997,14224.43,-2.501363,12217.783000000001,-2.1387503,10707.466,-3.3977617999999996,9547.258,-0.2893906,8637.779,-0.77764064,7866.448,-0.9003223,7217.5356,-0.5273815,6669.094,-0.109962165,6200.941999999999,-0.04859409,5794.3315,-0.11474954,5437.268,-0.37602788,5123.1553,-0.49018097,4844.3325,-0.2893906,4596.3735,-0.30504343,4373.725,4
blues.00023.wav,0.28082266,0.09115665,0.102035165,0.003565879,1209.987863,131778.3726,1497.691564,51624.60782,2521.741261,610094.0415,0.05246701,0.001087785,-2.36e-05,0.008690364,-0.00011536299999999999,0.00211057,184.5703125,-227.22534,4149.0779999999995,-44.718628,35636.945,-34.645607,24375.90600000001,-10.093976,20143.14,-6.951647299999999,16184.625,-3.800015,13552.828000000001,-2.9845874,11635.105,-2.8476872,10191.841999999999,-3.3761902000000004,9072.455,-2.375542,8175.115,-3.2500012000000003,7441.401,-3.7652836000000014,6831.5293,-4.3163557,6318.5977,-3.753082,5876.3237,-3.2262232,5493.61,-3.0190337000000005,5153.733,-3.0170882000000003,4854.5117,-2.9264817,4589.547000000001,-2.375542,4358.3706,-2.4085509999999997,4144.1733,4
blues.00024.wav,0.26311222,0.09999285,0.08694727,0.00251056,1120.019467,176458.3835,1447.889899,53783.806039999996,2323.820648,1140579.404,0.047276048,0.001078994,-6.32e-06,0.006556988000000001,-9.88e-05,0.001711179,103.359375,-274.3658,5918.5347,-71.97729,44170.55,-50.10195,30852.014,-19.975718,25939.56600000001,-13.326629,20974.564,-9.526562,17576.933999999994,-7.0605759999999975,15119.795,-6.332375,13252.315,-5.692376599999999,11793.573,-3.3680928,10622.135,-4.523748,9670.360999999999,-4.140468,8872.246,-3.894199,8200.235999999999,-3.4520257000000005,7621.5576,-2.9356162999999995,7121.829000000002,-2.855966,6679.8013,-3.3020519999999998,6292.9434,-3.4959992999999994,5946.165,-3.3680928,5635.83,-3.2788823,5358.3719999999985,4
blues.00025.wav,0.29095975,0.0910757,0.08921522,0.003113222,1109.352784,138699.6882,1463.217702,37692.26706000001,2243.341758,838237.5909,0.051697390999999995,0.001339266,-8.26e-06,0.006751271999999999,-2.33e-06,0.001711493,92.28515625,-249.28456,3980.261,-59.139934999999994,38314.277,-39.20281,26864.207000000002,-12.726123,22325.791,-6.5979314,18047.535,-4.7279987,15085.966,-3.1078415,12960.357,-2.5640461,11354.663999999999,-2.1222003,10103.003,-1.1073034,9101.919,-1.9701393,8283.805,-2.1039436,7600.7793,-2.1672523,7022.7890000000025,-1.6838287,6528.6587,-1.0728666,6104.751,-1.017533,5729.54,-1.1237645,5397.83,-1.2099653000000001,5102.3887,-1.1073034,4838.0347,-1.0784874,4599.5303,4
blues.00026.wav,0.27837843,0.09501467,0.07711019,0.005945713,1198.459085,161879.864,1573.500275,84832.42179,2477.275946,994270.4002,0.051972686,0.001486869,-3.2e-05,0.008413440999999999,-6.37e-05,0.001918068,83.35433468,-284.8484,6201.4165,-88.04941600000002,42168.953,-55.65638000000001,30693.827999999998,-28.929459,25237.007999999998,-19.51882,20585.941000000006,-14.993556,17287.63,-11.597995,14904.508,-9.852573,13075.669,-8.755702000000001,11642.82,-3.3057528,10500.071000000002,-6.5794334,9564.787,-6.306529,8776.671,-5.697253,8111.2793,-5.098031,7541.9067,-4.533087,7049.83,-4.0439696000000005,6620.0884,-4.072235,6238.809,-3.8184044000000004,5899.185,-3.3057528,5600.8467,-2.9797385,5331.3267,4
blues.00027.wav,0.28870735,0.09412780400000001,0.09581015,0.0021953520000000002,1391.841952,200234.0307,1494.954575,43476.23438,2811.698414,541206.879,0.072414413,0.002545687,-1.52e-05,0.00774115,-8.759999999999999e-05,0.001523694,92.28515625,-228.1671,2816.117,-48.91372,33884.227,-40.379375,23044.29,-12.734481,19675.342,-9.961715,15807.401000000002,-7.0365753,13241.245,-5.902296,11371.676000000001,-4.915203599999999,9968.067,-5.0533857000000015,8867.532,-3.8511386,7991.0776,-5.220433,7275.126999999998,-5.1622176,6673.816,-4.785892,6167.3564,-4.4318676,5732.5369999999975,-4.238325,5356.2017,-3.8816992999999993,5028.3794,-4.0640019999999994,4736.9507,-4.3006954,4479.84,-3.8511386,4253.9929999999995,-3.6089947,4049.0088,4
blues.00028.wav,0.27615547,0.09887333,0.099666774,0.004145586,1115.728202,105720.7979,1399.096825,52928.587,2290.646525,637938.2804,0.048019987,0.000816598,-8.88e-07,0.008189265,-3.02e-05,0.00261706,103.359375,-248.96225,4966.483,-54.965233,40317.496,-42.05683,27599.19,-17.263578,22626.093999999997,-9.772389,18356.973,-6.450263,15374.85,-4.875075,13211.173999999999,-4.22345,11577.521999999999,-4.6278253,10300.197,-4.097852,9277.154,-4.342681400000001,8441.276,-4.2176805,7743.564,-3.9620726000000004,7156.0225,-3.8514516000000003,6648.9766,-3.423315,6212.4230000000025,-3.5762954,5827.4155,-4.096094600000002,5492.2466,-4.2742010000000015,5189.7440000000015,-4.097852,4919.709,-4.027889,4678.155,4
blues.00029.wav,0.28035653,0.10562121,0.12473648,0.0048123540000000005,1648.835169,712342.5938,2189.9858649999996,185296.9214,3759.892114,4161772.395,0.05289487,0.0032474409999999998,-4.68e-06,0.016765733999999997,5.64e-07,0.001319035,129.1992188,-233.7151,3684.3936,-66.25803,30326.834,-38.2884,21907.61,-22.781136,17206.963,-17.808933,13909.973,-10.517629,11880.07,-11.43926,10236.431999999999,-8.124406,9048.004,-9.696958,8073.3716,-8.332613,7296.1543,-9.644074,6666.4624,-9.343456,6118.7344,-9.013735,5655.593000000003,-8.293536999999999,5265.5019999999995,-8.125869,4920.7896,-8.137385,4618.5044,-8.328386,4353.196,-8.239225999999999,4116.855,-8.332613,3904.2388,-8.617289,3714.4631,4
blues.00030.wav,0.26319388,0.09437291,0.17006207,0.0031879540000000002,1379.189382,550980.4018,2004.2106629999998,269867.2347,3016.513649,4575644.37,0.039366118,0.00094557,2.56e-06,0.027215543999999998,5.41e-06,0.001536021,151.99908090000002,-206.93811000000002,2028.0375,-44.573135,27758.215,-21.960424,19621.973,-9.395308,15255.443000000001,-7.736702,12254.527,-3.3027208,10337.233,-5.9697084,8933.502,-2.9924917,7896.0176,-5.503352,7091.364000000001,-8.324782,6397.7876,-5.9247603,5836.8726,-6.09858,5355.8335,-6.9848539999999995,4958.866,-7.0659413,4610.8916,-7.1701374000000015,4311.3643,-7.6932855,4051.3674,-8.142623,3820.8709999999996,-8.226728,3614.1257,-8.324782,3426.9978,-8.799888000000003,3264.4868,4
blues.00031.wav,0.25355320000000003,0.09925141,0.15151764,0.003189892,1330.715617,352281.5433,1973.4105379999999,234462.8056,2898.788813,3710386.8439999996,0.042947225,0.0010961760000000001,-1.35e-06,0.023249941,2.48e-06,0.0008496039999999999,151.99908090000002,-221.84349,2512.237,-55.49553,29220.875,-30.7845,20765.32,-15.356269000000001,16333.231000000002,-11.625767999999999,13166.502,-5.9231476999999995,11151.448,-7.9922047,9629.583,-5.4778080000000005,8484.454,-7.7947690000000005,7596.806,-9.460009,6848.4004,-9.171901,6267.1759999999995,-9.493592,5755.0273,-9.73678,5324.2974,-9.170997999999999,4954.9453,-9.043531,4632.2314,-8.894623,4349.856,-9.235414500000001,4101.9090000000015,-9.373084,3880.7834,-9.460009,3682.9028,-9.656500999999999,3504.4179999999997,4
blues.00032.wav,0.2762448,0.09736711,0.101321355,0.003950803,1309.382408,756062.6123,1883.042903,284143.6637,2763.186256,4687546.709,0.039388398,0.0031580959999999996,2.19e-06,0.012840683,-1.45e-06,0.000446515,143.5546875,-288.7151,5322.6924,-91.39439,42012.24,-54.65626999999999,30852.432,-35.073586,24375.426,-26.918839000000002,19842.53,-18.172518,16945.258,-17.497936,14559.815,-13.757006,12853.511999999999,-13.55747,11447.538999999999,-11.616968,10336.67,-12.368253999999999,9409.538,-11.890794999999999,8634.754,-11.875026,7978.4663,-11.236507000000001,7421.3994,-10.979302,6933.044,-11.273961,6504.4395,-11.255334,6125.4424,-11.234469,5787.656999999997,-11.616968,5488.618,-11.992011999999999,5220.627,4
